1000,100,0
994.988,102.013,0.1
980.07,104.026,0.2
955.799,105.994,0.3
923.181,107.877,0.4
883.587,109.634,0.5
838.619,111.23,0.6
789.974,112.639,0.7
739.31,113.838,0.8
688.139,114.815,0.9
637.749,115.565,1
589.169,116.09,1.1
543.161,116.397,1.2
500.241,116.497,1.3
460.706,116.404,1.4
424.681,116.136,1.5
392.156,115.71,1.6
363.024,115.144,1.7
337.116,114.454,1.8
314.223,113.658,1.9
294.123,112.77,2
276.589,111.805,2.1
261.401,110.776,2.2
248.355,109.694,2.3
237.266,108.571,2.4
227.968,107.415,2.5
220.317,106.236,2.6
214.192,105.041,2.7
209.49,103.836,2.8
206.131,102.63,2.9
204.052,101.426,3
203.21,100.23,3.1
203.579,99.0473,3.2
205.149,97.8826,3.3
207.928,96.7399,3.4
211.938,95.6236,3.5
217.219,94.5376,3.6
223.824,93.4862,3.7
231.824,92.4735,3.8
241.303,91.5038,3.9
252.362,90.5813,4
265.113,89.7108,4.1
279.684,88.8972,4.2
296.213,88.1458,4.3
314.848,87.4622,4.4
335.739,86.8524,4.5
359.039,86.3231,4.6
384.89,85.8814,4.7
413.417,85.5349,4.8
444.716,85.2918,4.9
478.834,85.1606,5
515.753,85.1506,5.1
555.367,85.2711,5.2
597.458,85.5315,5.3
641.665,85.941,5.4
687.465,86.5082,5.5
734.147,87.2406,5.6
780.801,88.1439,5.7
826.318,89.2212,5.8
869.413,90.4723,5.9
908.663,91.8926,6
942.585,93.4723,6.1
969.724,95.1959,6.2
988.772,97.0412,6.3
998.689,98.9799,6.4
998.812,100.978,6.5
988.939,102.996,6.6
969.369,104.992,6.7
940.883,106.924,6.8
904.68,108.75,6.9
862.26,110.433,7
815.29,111.941,7.1
765.462,113.25,7.2
714.375,114.342,7.3
663.439,115.209,7.4
613.818,115.849,7.5
566.411,116.266,7.6
521.856,116.47,7.7
480.559,116.475,7.8
442.727,116.295,7.9
408.414,115.948,8
377.559,115.451,8.1
350.02,114.823,8.2
325.607,114.079,8.3
304.103,113.236,8.4
285.28,112.309,8.5
268.915,111.311,8.6
254.794,110.255,8.7
242.723,109.152,8.8
232.525,108.012,8.9
224.046,106.844,9
217.151,105.656,9.1
211.73,104.455,9.2
207.691,103.249,9.3
204.962,102.043,9.4
203.49,100.842,9.5
203.24,99.6522,9.6
204.194,98.4778,9.7
206.35,97.3232,9.8
209.725,96.1929,9.9
214.348,95.0908,10
220.266,94.0212,10.1
227.54,92.9881,10.2
236.249,91.9958,10.3
246.483,91.0485,10.4
258.351,90.1507,10.5
271.971,89.3073,10.6
287.478,88.5233,10.7
305.013,87.8041,10.8
324.727,87.1557,10.9
346.773,86.5843,11
371.298,86.0967,11.1
398.438,85.7003,11.2
428.305,85.4031,11.3
460.974,85.2134,11.4
496.462,85.1401,11.5
534.713,85.1924,11.6
575.569,85.3798,11.7
618.744,85.7117,11.8
663.803,86.1969,11.9
710.134,86.8437,12
756.928,87.6588,12.1
803.179,88.6466,12.2
847.687,89.8088,12.3
889.094,91.1431,12.4
925.936,92.6426,12.5
956.73,94.2947,12.6
980.08,96.0807,12.7
994.792,97.9754,12.8
999.996,99.9474,12.9
995.247,101.96,13
980.584,103.973,13.1
956.548,105.943,13.2
924.134,107.829,13.3
884.703,109.589,13.4
839.855,111.191,13.5
791.285,112.604,13.6
740.654,113.809,13.7
689.479,114.792,13.8
639.054,115.549,13.9
590.416,116.079,14
544.333,116.391,14.1
501.327,116.496,14.2
461.701,116.409,14.3
425.583,116.146,14.4
392.967,115.723,14.5
363.748,115.161,14.6
337.757,114.474,14.7
314.789,113.68,14.8
294.618,112.794,14.9
277.019,111.831,15
261.772,110.804,15.1
248.673,109.723,15.2
237.534,108.601,15.3
228.191,107.446,15.4
220.499,106.267,15.5
214.334,105.072,15.6
209.596,103.868,15.7
206.203,102.661,15.8
204.091,101.457,15.9
203.217,100.261,16
203.554,99.0782,16.1
205.093,97.9129,16.2
207.84,96.7696,16.3
211.817,95.6525,16.4
217.064,94.5658,16.5
223.634,93.5134,16.6
231.596,92.4996,16.7
241.035,91.5287,16.8
252.05,90.6049,16.9
264.755,89.733,17
279.277,88.9179,17.1
295.753,88.1647,17.2
314.33,87.4792,17.3
335.16,86.8674,17.4
358.395,86.336,17.5
384.177,85.8918,17.6
412.633,85.5427,17.7
443.857,85.2968,17.8
477.901,85.1626,17.9
514.747,85.1493,18
554.293,85.2662,18.1
596.322,85.5228,18.2
640.48,85.9282,18.3
686.246,86.4912,18.4
732.916,87.2192,18.5
779.584,88.1179,18.6
825.147,89.1907,18.7
868.323,90.4372,18.8
907.693,91.8532,18.9
941.773,93.4289,19
969.108,95.1489,19.1
988.384,96.9914,19.2
998.551,98.928,19.3
998.936,100.925,19.4
989.324,102.943,19.5
970.001,104.94,19.6
941.736,106.874,19.7
905.718,108.704,19.8
863.44,110.391,19.9
816.567,111.904,20
766.794,113.218,20.1
715.721,114.316,20.2
664.765,115.189,20.3
615.097,115.835,20.4
567.623,116.258,20.5
522.987,116.468,20.6
481.601,116.477,20.7
443.676,116.302,20.8
409.271,115.959,20.9
378.327,115.466,21
350.703,114.841,21.1
326.211,114.1,21.2
304.633,113.259,21.3
285.743,112.334,21.4
269.315,111.338,21.5
255.138,110.284,21.6
243.016,109.181,21.7
232.771,108.042,21.8
224.248,106.875,21.9
217.313,105.687,22
211.855,104.487,22.1
207.781,103.281,22.2
205.018,102.074,22.3
203.513,100.874,22.4
203.231,99.6833,22.5
204.153,98.5084,22.6
206.278,97.3533,22.7
209.621,96.2222,22.8
214.21,95.1194,22.9
220.093,94.0489,23
227.331,93.0148,23.1
236.001,92.0213,23.2
246.194,91.0728,23.3
258.017,90.1737,23.4
271.59,89.3287,23.5
287.045,88.5431,23.6
304.525,87.8222,23.7
324.18,87.1718,23.8
346.163,86.5982,23.9
370.62,86.1084,24
397.69,85.7095,24.1
427.485,85.4096,24.2
460.079,85.2169,24.3
495.494,85.1404,24.4
533.674,85.1894,24.5
574.464,85.3731,24.6
617.583,85.701,24.7
662.6,86.1822,24.8
708.906,86.8246,24.9
755.7,87.6352,25
801.98,88.6184,25.1
846.551,89.776,25.2
888.057,91.1059,25.3
925.038,92.6012,25.4
956.01,94.2495,25.5
979.572,96.0322,25.6
994.523,97.9244,25.7
999.985,99.8949,25.8
995.499,101.907,25.9
981.092,103.921,26
957.292,105.892,26.1
925.082,107.781,26.2
885.816,109.545,26.3
841.088,111.151,26.4
792.594,112.57,26.5
741.998,113.78,26.6
690.819,114.769,26.7
640.36,115.532,26.8
591.664,116.068,26.9
545.506,116.386,27
502.414,116.496,27.1
462.698,116.414,27.2
426.488,116.155,27.3
393.78,115.736,27.4
364.474,115.177,27.5
338.401,114.493,27.6
315.356,113.702,27.7
295.115,112.819,27.8
277.451,111.857,27.9
262.145,110.831,28
248.991,109.752,28.1
237.803,108.631,28.2
228.415,107.477,28.3
220.681,106.298,28.4
214.478,105.104,28.5
209.704,103.9,28.6
206.276,102.693,28.7
204.131,101.489,28.8
203.225,100.292,28.9
203.53,99.1091,29
205.037,97.9433,29.1
207.752,96.7994,29.2
211.697,95.6815,29.3
216.91,94.5939,29.4
223.444,93.5406,29.5
231.368,92.5257,29.6
240.767,91.5536,29.7
251.74,90.6286,29.8
264.399,89.7552,29.9
278.871,88.9385,30
295.294,88.1837,30.1
313.814,87.4963,30.2
334.583,86.8825,30.3
357.752,86.3489,30.4
383.466,85.9024,30.5
411.85,85.5506,30.6
443.001,85.3018,30.7
476.971,85.1646,30.8
513.744,85.148,30.9
553.221,85.2614,31
595.189,85.5142,31.1
639.296,85.9156,31.2
685.029,86.4743,31.3
731.685,87.1979,31.4
778.366,88.0921,31.5
823.974,89.1603,31.6
867.23,90.4023,31.7
906.719,91.8139,31.8
940.958,93.3856,31.9
968.487,95.1021,32
987.989,96.9416,32.1
998.406,98.8762,32.2
999.053,100.872,32.3
989.703,102.89,32.4
970.627,104.888,32.5
942.583,106.825,32.6
906.751,108.657,32.7
864.617,110.349,32.8
817.843,111.867,32.9
768.125,113.186,33
717.067,114.29,33.1
666.092,115.169,33.2
616.377,115.821,33.3
568.836,116.25,33.4
524.12,116.465,33.5
482.644,116.479,33.6
444.628,116.308,33.7
410.131,115.97,33.8
379.097,115.481,33.9
351.388,114.859,34
326.816,114.121,34.1
305.165,113.283,34.2
286.207,112.36,34.3
269.717,111.365,34.4
255.484,110.312,34.5
243.31,109.211,34.6
233.017,108.072,34.7
224.451,106.906,34.8
217.477,105.718,34.9
211.981,104.518,35
207.871,103.312,35.1
205.074,102.106,35.2
203.537,100.905,35.3
203.223,99.7144,35.4
204.114,98.539,35.5
206.207,97.3833,35.6
209.517,96.2516,35.7
214.074,95.148,35.8
219.922,94.0765,35.9
227.123,93.0414,36
235.754,92.0468,36.1
245.906,91.0971,36.2
257.685,90.1966,36.3
271.21,89.3502,36.4
286.614,88.563,36.5
304.039,87.8402,36.6
323.635,87.1879,36.7
345.554,86.6123,36.8
369.945,86.1201,36.9
396.945,85.7188,37
426.666,85.4161,37.1
459.187,85.2206,37.2
494.528,85.1409,37.3
532.637,85.1864,37.4
573.361,85.3665,37.5
616.424,85.6905,37.6
661.398,86.1675,37.7
707.679,86.8056,37.8
754.473,87.6117,37.9
800.78,88.5904,38
845.412,89.7434,38.1
887.018,91.0688,38.2
924.136,92.5599,38.3
955.285,94.2044,38.4
979.057,95.9839,38.5
994.248,97.8736,38.6
999.967,99.8425,38.7
995.744,101.854,38.8
981.594,103.868,38.9
958.029,105.842,39
926.024,107.732,39.1
886.924,109.501,39.2
842.318,111.111,39.3
793.902,112.535,39.4
743.34,113.751,39.5
692.159,114.746,39.6
641.667,115.514,39.7
592.913,116.057,39.8
546.681,116.38,39.9
503.504,116.496,40
463.696,116.418,40.1
427.394,116.163,40.2
394.596,115.749,40.3
365.202,115.193,40.4
339.046,114.513,40.5
315.924,113.724,40.6
295.613,112.843,40.7
277.884,111.884,40.8
262.519,110.859,40.9
249.311,109.781,41
238.074,108.661,41.1
228.64,107.507,41.2
220.864,106.33,41.3
214.622,105.135,41.4
209.812,103.932,41.5
206.349,102.725,41.6
204.171,101.52,41.7
203.233,100.324,41.8
203.507,99.14,41.9
204.983,97.9736,42
207.666,96.8291,42.1
211.578,95.7105,42.2
216.756,94.622,42.3
223.255,93.5678,42.4
231.142,92.5519,42.5
240.501,91.5786,42.6
251.431,90.6522,42.7
264.044,89.7775,42.8
278.467,88.9592,42.9
294.836,88.2027,43
313.299,87.5135,43.1
334.007,86.8977,43.2
357.112,86.3618,43.3
382.757,85.9129,43.4
411.07,85.5586,43.5
442.147,85.307,43.6
476.042,85.1667,43.7
512.743,85.1469,43.8
552.151,85.2567,43.9
594.057,85.5057,44
638.114,85.9031,44.1
683.812,86.4576,44.2
730.454,87.1768,44.3
777.148,88.0664,44.4
822.8,89.13,44.5
866.135,90.3675,44.6
905.742,91.7747,44.7
940.137,93.3424,44.8
967.861,95.0553,44.9
987.589,96.8919,45
998.255,98.8244,45.1
999.163,100.819,45.2
990.074,102.837,45.3
971.246,104.837,45.4
943.425,106.775,45.5
907.779,108.611,45.6
865.79,110.306,45.7
819.116,111.829,45.8
769.454,113.154,45.9
718.413,114.264,46
667.419,115.149,46.1
617.659,115.806,46.2
570.051,116.241,46.3
525.254,116.462,46.4
483.69,116.481,46.5
445.581,116.315,46.6
410.992,115.981,46.7
379.869,115.495,46.8
352.075,114.876,46.9
327.424,114.141,47
305.698,113.306,47.1
286.672,112.385,47.2
270.121,111.392,47.3
255.831,110.34,47.4
243.605,109.24,47.5
233.265,108.103,47.6
224.655,106.936,47.7
217.641,105.75,47.8
212.107,104.55,47.9
207.962,103.344,48
205.132,102.138,48.1
203.562,100.936,48.2
203.216,99.7455,48.3
204.076,98.5697,48.4
206.137,97.4134,48.5
209.415,96.281,48.6
213.938,95.1766,48.7
219.752,94.1042,48.8
226.917,93.0681,48.9
235.509,92.0724,49
245.62,91.1214,49.1
257.354,90.2196,49.2
270.832,89.3717,49.3
286.185,88.5828,49.4
303.555,87.8584,49.5
323.092,87.2041,49.6
344.948,86.6264,49.7
369.272,86.1319,49.8
396.202,85.7281,49.9
425.851,85.4228,50
458.297,85.2243,50.1
493.564,85.1415,50.2
531.602,85.1836,50.3
572.26,85.36,50.4
615.266,85.6801,50.5
660.197,86.153,50.6
706.453,86.7868,50.7
753.245,87.5883,50.8
799.579,88.5624,50.9
844.272,89.7109,51
885.975,91.0319,51.1
923.231,92.5187,51.2
954.555,94.1594,51.3
978.538,95.9356,51.4
993.966,97.8228,51.5
999.942,99.79,51.6
995.982,101.801,51.7
982.088,103.815,51.8
958.76,105.791,51.9
926.961,107.684,52
888.028,109.456,52.1
843.545,111.071,52.2
795.207,112.5,52.3
744.682,113.722,52.4
693.5,114.723,52.5
642.975,115.497,52.6
594.164,116.045,52.7
547.858,116.374,52.8
504.596,116.495,52.9
464.697,116.422,53
428.302,116.172,53.1
395.413,115.762,53.2
365.932,115.21,53.3
339.694,114.532,53.4
316.495,113.746,53.5
296.112,112.867,53.6
278.319,111.91,53.7
262.894,110.887,53.8
249.632,109.81,53.9
238.346,108.691,54
228.866,107.538,54.1
221.049,106.361,54.2
214.768,105.167,54.3
209.921,103.963,54.4
206.424,102.756,54.5
204.213,101.552,54.6
203.243,100.355,54.7
203.485,99.1709,54.8
204.929,98.004,54.9
207.58,96.8588,55
211.459,95.7395,55.1
216.604,94.6502,55.2
223.067,93.595,55.3
230.917,92.578,55.4
240.236,91.6035,55.5
251.123,90.6759,55.6
263.69,89.7998,55.7
278.064,88.98,55.8
294.381,88.2217,55.9
312.787,87.5307,56
333.434,86.9129,56.1
356.474,86.3748,56.2
382.05,85.9235,56.3
410.291,85.5667,56.4
441.295,85.3122,56.5
475.116,85.1689,56.6
511.744,85.1458,56.7
551.083,85.2521,56.8
592.928,85.4973,56.9
636.934,85.8907,57
682.596,86.441,57.1
729.225,87.1557,57.2
775.93,88.0409,57.3
821.624,89.0998,57.4
865.038,90.3328,57.5
904.762,91.7357,57.6
939.313,93.2993,57.7
967.229,95.0086,57.8
987.182,96.8424,57.9
998.097,98.7727,58
999.267,100.766,58.1
990.439,102.784,58.2
971.859,104.785,58.3
944.261,106.725,58.4
908.803,108.564,58.5
866.959,110.264,58.6
820.387,111.792,58.7
770.782,113.122,58.8
719.758,114.238,58.9
668.747,115.128,59
618.941,115.792,59.1
571.267,116.232,59.2
526.391,116.458,59.3
484.738,116.483,59.4
446.537,116.322,59.5
411.856,115.991,59.6
380.643,115.51,59.7
352.764,114.894,59.8
328.033,114.162,59.9
306.234,113.329,60
287.14,112.41,60.1
270.526,111.419,60.2
256.179,110.369,60.3
243.901,109.27,60.4
233.514,108.133,60.5
224.861,106.967,60.6
217.806,105.781,60.7
212.235,104.582,60.8
208.054,103.376,60.9
205.19,102.169,61
203.588,100.968,61.1
203.21,99.7766,61.2
204.038,98.6003,61.3
206.068,97.4435,61.4
209.313,96.3104,61.5
213.803,95.2052,61.6
219.582,94.132,61.7
226.711,93.0948,61.8
235.265,92.098,61.9
245.334,91.1458,62
257.024,90.2426,62.1
270.455,89.3933,62.2
285.757,88.6028,62.3
303.072,87.8765,62.4
322.55,87.2204,62.5
344.343,86.6405,62.6
368.601,86.1438,62.7
395.46,85.7375,62.8
425.037,85.4295,62.9
457.409,85.2281,63
492.603,85.1421,63.1
530.569,85.1808,63.2
571.161,85.3536,63.3
614.11,85.6698,63.4
658.997,86.1385,63.5
705.228,86.768,63.6
752.017,87.5651,63.7
798.378,88.5346,63.8
843.131,89.6786,63.9
884.93,90.995,64
922.322,92.4777,64.1
953.82,94.1145,64.2
978.012,95.8875,64.3
993.678,97.7721,64.4
999.91,99.7377,64.5
996.214,101.748,64.6
982.576,103.763,64.7
959.485,105.74,64.8
927.893,107.636,64.9
889.128,109.411,65
844.769,111.031,65.1
796.511,112.465,65.2
746.023,113.693,65.3
694.84,114.7,65.4
644.283,115.48,65.5
595.417,116.034,65.6
549.037,116.369,65.7
505.69,116.495,65.8
465.701,116.427,65.9
429.213,116.181,66
396.233,115.775,66.1
366.664,115.226,66.2
340.343,114.551,66.3
317.067,113.768,66.4
296.613,112.891,66.5
278.755,111.936,66.6
263.271,110.914,66.7
249.955,109.839,66.8
238.618,108.72,66.9
229.094,107.569,67
221.234,106.392,67.1
214.914,105.198,67.2
210.031,103.995,67.3
206.499,102.788,67.4
204.255,101.583,67.5
203.253,100.386,67.6
203.463,99.2017,67.7
204.876,98.0344,67.8
207.495,96.8886,67.9
211.341,95.7685,68
216.452,94.6784,68.1
222.88,93.6223,68.2
230.692,92.6042,68.3
239.972,91.6286,68.4
250.816,90.6996,68.5
263.338,89.8221,68.6
277.663,89.0007,68.7
293.927,88.2408,68.8
312.276,87.5479,68.9
332.862,86.9281,69
355.837,86.3879,69.1
381.345,85.9342,69.2
409.515,85.5748,69.3
440.446,85.3176,69.4
474.193,85.1712,69.5
510.747,85.1448,69.6
550.018,85.2476,69.7
591.8,85.489,69.8
635.755,85.8784,69.9
681.382,86.4245,70
727.995,87.1348,70.1
774.711,88.0154,70.2
820.448,89.0698,70.3
863.939,90.2983,70.4
903.778,91.6968,70.5
938.484,93.2563,70.6
966.592,94.9621,70.7
986.769,96.7929,70.8
997.932,98.7211,70.9
999.363,100.713,71
990.797,102.731,71.1
972.465,104.733,71.2
945.091,106.675,71.3
909.821,108.518,71.4
868.125,110.221,71.5
821.655,111.754,71.6
772.109,113.09,71.7
721.103,114.211,71.8
670.075,115.108,71.9
620.225,115.777,72
572.485,116.224,72.1
527.529,116.455,72.2
485.788,116.485,72.3
447.495,116.328,72.4
412.722,116.002,72.5
381.419,115.524,72.6
353.455,114.912,72.7
328.644,114.182,72.8
306.77,113.352,72.9
287.608,112.435,73
270.933,111.446,73.1
256.529,110.397,73.2
244.199,109.299,73.3
233.764,108.163,73.4
225.067,106.998,73.5
217.972,105.812,73.6
212.363,104.613,73.7
208.147,103.407,73.8
205.249,102.201,73.9
203.614,100.999,74
203.205,99.8077,74.1
204.001,98.631,74.2
205.999,97.4736,74.3
209.213,96.3398,74.4
213.669,95.2338,74.5
219.414,94.1597,74.6
226.506,93.1216,74.7
235.021,92.1236,74.8
245.05,91.1702,74.9
256.696,90.2657,75
270.079,89.4148,75.1
285.33,88.6227,75.2
302.591,87.8947,75.3
322.01,87.2366,75.4
343.741,86.6547,75.5
367.932,86.1557,75.6
394.721,85.747,75.7
424.225,85.4362,75.8
456.523,85.2319,75.9
491.643,85.1428,76
529.538,85.1781,76.1
570.064,85.3473,76.2
612.956,85.6596,76.3
657.799,86.1242,76.4
704.003,86.7494,76.5
750.79,87.542,76.6
797.176,88.507,76.7
841.987,89.6463,76.8
883.883,90.9583,76.9
921.409,92.4367,77
953.08,94.0697,77.1
977.48,95.8394,77.2
993.384,97.7215,77.3
999.872,99.6853,77.4
996.438,101.695,77.5
983.057,103.71,77.6
960.204,105.689,77.7
928.82,107.587,77.8
890.223,109.367,77.9
845.99,110.991,78
797.813,112.43,78.1
747.363,113.663,78.2
696.181,114.676,78.3
645.593,115.462,78.4
596.67,116.022,78.5
550.218,116.362,78.6
506.786,116.494,78.7
466.706,116.431,78.8
430.126,116.189,78.9
397.054,115.787,79
367.397,115.242,79.1
340.994,114.57,79.2
317.641,113.79,79.3
297.116,112.915,79.4
279.192,111.962,79.5
263.649,110.942,79.6
250.278,109.868,79.7
238.892,108.75,79.8
229.322,107.599,79.9
221.42,106.423,80
215.062,105.23,80.1
210.141,104.027,80.2
206.575,102.82,80.3
204.298,101.615,80.4
203.264,100.418,80.5
203.443,99.2326,80.6
204.824,98.0648,80.7
207.411,96.9184,80.8
211.225,95.7976,80.9
216.302,94.7066,81
222.694,93.6495,81.1
230.469,92.6304,81.2
239.709,91.6536,81.3
250.511,90.7234,81.4
262.987,89.8444,81.5
277.263,89.0215,81.6
293.474,88.2599,81.7
311.767,87.5652,81.8
332.292,86.9434,81.9
355.203,86.401,82
380.643,85.945,82.1
408.741,85.5829,82.2
439.598,85.3229,82.3
473.271,85.1736,82.4
509.753,85.1439,82.5
548.954,85.2432,82.6
590.674,85.4809,82.7
634.577,85.8663,82.8
680.168,86.4081,82.9
726.766,87.114,83
773.492,87.9901,83.1
819.27,89.0399,83.2
862.837,90.2638,83.3
902.791,91.658,83.4
937.65,93.2135,83.5
965.95,94.9156,83.6
986.35,96.7434,83.7
997.76,98.6695,83.8
999.452,100.661,83.9
991.148,102.678,84
973.066,104.681,84.1
945.915,106.625,84.2
910.835,108.471,84.3
869.287,110.179,84.4
822.921,111.716,84.5
773.434,113.057,84.6
722.447,114.184,84.7
671.403,115.087,84.8
621.509,115.763,84.9
573.705,116.215,85
528.669,116.452,85.1
486.84,116.487,85.2
448.455,116.335,85.3
413.59,116.013,85.4
382.197,115.538,85.5
354.148,114.93,85.6
329.257,114.203,85.7
307.309,113.375,85.8
288.079,112.46,85.9
271.34,111.473,86
256.88,110.425,86.1
244.498,109.328,86.2
234.016,108.193,86.3
225.275,107.029,86.4
218.139,105.844,86.5
212.492,104.645,86.6
208.241,103.439,86.7
205.309,102.232,86.8
203.642,101.031,86.9
203.201,99.8388,87
203.965,98.6616,87.1
205.932,97.5037,87.2
209.113,96.3692,87.3
213.536,95.2624,87.4
219.246,94.1874,87.5
226.302,93.1483,87.6
234.779,92.1493,87.7
244.767,91.1946,87.8
256.369,90.2887,87.9
269.705,89.4364,88
284.905,88.6427,88.1
302.111,87.913,88.2
321.472,87.253,88.3
343.14,86.669,88.4
367.265,86.1677,88.5
393.984,85.7565,88.6
423.416,85.4431,88.7
455.64,85.2359,88.8
490.686,85.1436,88.9
528.509,85.1755,89
568.969,85.341,89.1
611.803,85.6495,89.2
656.602,86.11,89.3
702.78,86.7309,89.4
749.562,87.5191,89.5
795.973,88.4795,89.6
840.842,89.6142,89.7
882.832,90.9218,89.8
920.492,92.3959,89.9
952.335,94.025,90
976.943,95.7914,90.1
993.083,97.6709,90.2
999.826,99.6331,90.3
996.656,101.642,90.4
983.532,103.658,90.5
960.917,105.637,90.6
929.741,107.539,90.7
891.315,109.322,90.8
847.208,110.95,90.9
799.113,112.395,91
748.702,113.634,91.1
697.521,114.652,91.2
646.903,115.444,91.3
597.925,116.01,91.4
551.4,116.356,91.5
507.884,116.493,91.6
467.713,116.435,91.7
431.041,116.198,91.8
397.878,115.8,91.9
368.133,115.258,92
341.647,114.589,92.1
318.217,113.811,92.2
297.621,112.939,92.3
279.632,111.988,92.4
264.028,110.969,92.5
250.603,109.897,92.6
239.167,108.78,92.7
229.551,107.63,92.8
221.608,106.454,92.9
215.21,105.261,93
210.253,104.058,93.1
206.652,102.851,93.2
204.342,101.646,93.3
203.275,100.449,93.4
203.423,99.2635,93.5
204.772,98.0952,93.6
207.328,96.9481,93.7
211.109,95.8266,93.8
216.153,94.7348,93.9
222.51,93.6768,94
230.247,92.6567,94.1
239.447,91.6787,94.2
250.207,90.7472,94.3
262.638,89.8668,94.4
276.864,89.0424,94.5
293.023,88.2791,94.6
311.259,87.5826,94.7
331.724,86.9587,94.8
354.57,86.4142,94.9
379.942,85.9558,95
407.969,85.5912,95.1
438.753,85.3284,95.2
472.352,85.176,95.3
508.761,85.1431,95.4
547.892,85.2389,95.5
589.549,85.4728,95.6
633.401,85.8542,95.7
678.956,86.3918,95.8
725.537,87.0934,95.9
772.273,87.9649,96
818.091,89.0102,96.1
861.734,90.2295,96.2
901.801,91.6193,96.3
936.813,93.1707,96.4
965.302,94.8693,96.5
985.925,96.6941,96.6
997.582,98.618,96.7
999.535,100.608,96.8
991.492,102.625,96.9
973.659,104.629,97
946.734,106.576,97.1
911.845,108.424,97.2
870.446,110.136,97.3
824.184,111.678,97.4
774.758,113.025,97.5
723.791,114.158,97.6
672.732,115.066,97.7
622.795,115.748,97.8
574.926,116.206,97.9
529.811,116.448,98
487.894,116.488,98.1
449.418,116.341,98.2
414.46,116.023,98.3
382.978,115.553,98.4
354.843,114.947,98.5
329.871,114.223,98.6
307.849,113.398,98.7
288.551,112.485,98.8
271.75,111.499,98.9
257.232,110.453,99
244.798,109.358,99.1
234.268,108.224,99.2
225.483,107.06,99.3
218.307,105.875,99.4
212.622,104.676,99.5
208.335,103.471,99.6
205.37,102.264,99.7
203.67,101.062,99.8
203.197,99.8699,99.9
203.93,98.6923,100
205.865,97.5338,100.1
209.014,96.3986,100.2
213.404,95.2911,100.3
219.08,94.2152,100.4
226.1,93.1751,100.5
234.538,92.175,100.6
244.485,91.219,100.7
256.043,90.3119,100.8
269.332,89.4581,100.9
284.482,88.6628,101
301.633,87.9313,101.1
320.935,87.2694,101.2
342.541,86.6833,101.3
366.599,86.1798,101.4
393.249,85.7661,101.5
422.608,85.45,101.6
454.759,85.2399,101.7
489.731,85.1445,101.8
527.482,85.1731,101.9
567.876,85.3349,102
610.653,85.6395,102.1
655.406,86.096,102.2
701.557,86.7125,102.3
748.335,87.4962,102.4
